Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,B_Tmag,V_Tmag,Jmag,Hmag,Ksmag
0.0020352,-0.88,9.5,1.202346921,26.8899230957,1.201,1.012,3.8327,3.788,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.06e-12,0.0,0.7875,0.2107,0.0003162,8.651e-05,0.0007891,-1.0,0.00177,2.24,2.158,2.331,1.85,2.599,2.31,1.501,1.325,1.302
0.0020352,-0.88,9.5,1.2058991194,26.8900909424,1.204,1.025,3.8202,3.726,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.17e-12,0.0,0.7873,0.211,0.0003166,8.66e-05,0.0007899,-1.0,0.001774,2.208,2.125,2.316,1.789,2.615,2.292,1.406,1.204,1.179
0.0020352,-0.88,9.5,1.2090076208,26.8902359009,1.207,1.032,3.8066,3.667,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.26e-12,0.0,0.7859,0.2123,0.0003184,8.708e-05,0.0007942,-1.0,0.00178,2.191,2.108,2.321,1.742,2.656,2.292,1.321,1.091,1.063
0.0020352,-0.88,9.5,1.2111819983,26.890335083,1.209,1.032,3.7954,3.623,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.32e-12,0.0,0.7829,0.2153,0.0003219,8.802e-05,0.0008026,-1.0,0.001787,2.191,2.109,2.341,1.718,2.711,2.308,1.267,1.014,0.982
0.0020352,-0.88,9.5,1.2139078379,26.890460968,1.212,1.019,3.779,3.57,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.36e-12,0.0,0.7764,0.2218,0.0003293,8.998e-05,0.0008202,-1.0,0.001845,2.221,2.144,2.405,1.717,2.827,2.365,1.22,0.932,0.893
0.0020352,-0.88,9.5,1.2176680565,26.8906345367,1.216,0.991,3.7562,3.509,2,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.35e-12,0.0,0.7601,0.238,0.0003474,9.478e-05,0.000863,-1.0,0.00197,2.293,2.225,2.53,1.75,3.035,2.479,1.188,0.852,0.802
0.0020352,-0.88,9.5,1.2216281891,26.8908138275,1.22,1.003,3.7392,3.43,2,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.5e-12,0.0,0.7503,0.2477,0.0003573,9.742e-05,0.0008865,-1.0,0.00205,2.261,2.207,2.545,1.697,3.111,2.487,1.084,0.711,0.652
0.0020352,-0.88,9.5,1.2221831083,26.890838623,1.22,1.014,3.7379,3.414,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.57e-12,0.0,0.7496,0.2483,0.0003575,9.759e-05,0.0008874,-1.0,0.00205,2.236,2.183,2.524,1.671,3.095,2.465,1.053,0.677,0.617
0.0020352,-0.88,9.5,1.2234084606,26.8908939362,1.222,1.04,3.7355,3.379,3,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.72e-12,0.0,0.748,0.25,0.0003562,9.869e-05,0.000889,-1.0,0.002018,2.17,2.12,2.465,1.603,3.045,2.405,0.977,0.595,0.534
0.0020352,-0.88,9.5,1.2244817019,26.8909435272,1.223,1.061,3.7337,3.351,3,0.0,0.533,0.0,0.0,0.0,0.0,0.0,-1,-1.86e-12,0.0,0.7467,0.2513,0.000355,9.973e-05,0.0008902,-1.0,0.001994,2.117,2.07,2.418,1.549,3.006,2.357,0.917,0.529,0.468
0.0021304,-0.86,9.5,0.0900000036,25.5449466705,0.09,-3.263,3.4335,5.341,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.89e-17,0.0,0.7449,0.2529,0.0003924,0.0001059,0.0009601,-1.0,0.002182,12.927,14.273,17.017,12.951,19.732,17.1,10.776,10.413,10.254
0.0021304,-0.86,9.5,0.0935808048,25.616104126,0.094,-3.179,3.4452,5.321,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.95e-17,0.0,0.7448,0.253,0.0003924,0.0001059,0.0009601,-1.0,0.002182,12.718,13.978,16.489,12.68,19.08,16.555,10.601,10.206,10.042
0.0021304,-0.86,9.5,0.0992550254,25.7166194916,0.099,-3.053,3.4629,5.291,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-8e-17,0.0,0.7446,0.2532,0.0003924,0.0001059,0.0009601,-1.0,0.002182,12.402,13.528,15.683,12.275,18.099,15.729,10.342,9.902,9.727
0.0021304,-0.86,9.5,0.1177650616,25.9671230316,0.118,-2.788,3.4951,5.229,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.45e-16,0.0,0.7442,0.2536,0.0003924,0.0001059,0.0009601,-1.0,0.002182,11.74,12.621,14.234,11.469,16.369,14.251,9.784,9.285,9.092
0.0021304,-0.86,9.5,0.1362750977,26.1396827698,0.136,-2.606,3.514,5.186,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.16e-16,0.0,0.7438,0.254,0.0003924,0.0001059,0.0009601,-1.0,0.002182,11.285,12.03,13.403,10.94,15.379,13.408,9.388,8.868,8.669
0.0021304,-0.86,9.5,0.1547851413,26.2648162842,0.154,-2.468,3.5263,5.152,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.89e-16,0.0,0.7435,0.2543,0.0003924,0.0001059,0.0009601,-1.0,0.002182,10.941,11.604,12.853,10.554,14.727,12.853,9.082,8.551,8.35
0.0021304,-0.86,9.5,0.1918052286,26.4324760437,0.191,-2.265,3.5416,5.103,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.39e-16,0.0,0.743,0.2549,0.0003924,0.0001059,0.0009601,-1.0,0.002182,10.433,11.004,12.127,9.999,13.876,12.122,8.62,8.078,7.876
0.0021304,-0.86,9.5,0.2380803227,26.5588417053,0.237,-2.073,3.554,5.054,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.49e-16,0.0,0.7425,0.2554,0.0003924,0.0001059,0.0009601,-1.0,0.002182,9.952,10.455,11.493,9.485,13.148,11.484,8.176,7.626,7.424
0.0021304,-0.86,9.5,0.2843554616,26.6383628845,0.283,-1.917,3.5632,5.012,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-8.91e-16,0.0,0.7422,0.2557,0.0003924,0.0001059,0.0009601,-1.0,0.002182,9.562,10.018,11.0,9.073,12.59,10.988,7.814,7.259,7.056
0.0021304,-0.86,9.5,0.3080144823,26.6683769226,0.307,-1.843,3.567,4.988,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.04e-15,0.0,0.7434,0.2544,0.0003924,0.0001059,0.0009601,-1.0,0.002182,9.377,9.814,10.775,8.88,12.338,10.76,7.641,7.083,6.88
0.0021304,-0.86,9.5,0.3306305408,26.6924095154,0.33,-1.777,3.5704,4.966,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.2e-15,0.0,0.7444,0.2535,0.0003924,0.0001059,0.0009601,-1.0,0.002182,9.212,9.633,10.575,8.707,12.116,10.559,7.486,6.926,6.723
0.0021304,-0.86,9.5,0.3769056201,26.7312145233,0.376,-1.637,3.5791,4.919,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.64e-15,0.0,0.7453,0.2525,0.0003924,0.0001059,0.0009601,-1.0,0.002182,8.864,9.247,10.147,8.343,11.632,10.126,7.163,6.597,6.396
0.0021304,-0.86,9.5,0.392881602,26.742149353,0.392,-1.585,3.5833,4.902,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.85e-15,0.0,0.7453,0.2525,0.0003924,0.0001059,0.0009601,-1.0,0.002182,8.732,9.099,9.978,8.204,11.437,9.955,7.045,6.476,6.277
0.0021304,-0.86,9.5,0.4231807888,26.7602500916,0.422,-1.491,3.591,4.871,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.29e-15,0.0,0.7454,0.2525,0.0003924,0.0001059,0.0009601,-1.0,0.002182,8.498,8.834,9.678,7.958,11.09,9.651,6.832,6.258,6.063
0.0021304,-0.86,9.5,0.4479611218,26.7729377747,0.447,-1.402,3.6,4.842,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.82e-15,0.0,0.7454,0.2525,0.0003924,0.0001059,0.0009601,-1.0,0.002182,8.275,8.579,9.385,7.723,10.743,9.353,6.634,6.054,5.867
0.0021304,-0.86,9.5,0.4694558382,26.7826786041,0.469,-1.329,3.6074,4.819,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.35e-15,0.0,0.7454,0.2525,0.0003924,0.0001059,0.0009601,-1.0,0.002182,8.092,8.371,9.147,7.532,10.456,9.111,6.469,5.883,5.707
0.0021304,-0.86,9.5,0.5157309771,26.8004550934,0.515,-1.155,3.6298,4.777,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.01e-15,0.0,0.7484,0.2495,0.0003872,0.0001045,0.0009474,-1.0,0.002142,7.658,7.865,8.552,7.08,9.726,8.503,6.093,5.49,5.349
0.0021304,-0.86,9.5,0.5620060563,26.8148441315,0.561,-0.978,3.6577,4.748,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-7.45e-15,0.0,0.7552,0.2427,0.0003781,0.000102,0.0009256,-1.0,0.002082,7.215,7.327,7.903,6.618,8.904,7.844,5.725,5.152,5.044
0.0021304,-0.86,9.5,0.608281076,26.8266944885,0.608,-0.813,3.6844,4.724,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.08e-14,0.0,0.7569,0.241,0.0003759,0.0001015,0.0009203,-1.0,0.002074,6.802,6.832,7.318,6.194,8.168,7.25,5.399,4.888,4.799
0.0021304,-0.86,9.5,0.6222577095,26.829870224,0.622,-0.764,3.6921,4.716,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.2e-14,0.0,0.7576,0.2403,0.0003751,0.0001012,0.0009184,-1.0,0.002076,6.681,6.69,7.153,6.07,7.962,7.082,5.306,4.82,4.735
0.0021304,-0.86,9.5,0.6545562744,26.8366031647,0.654,-0.655,3.7096,4.7,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.53e-14,0.0,0.7591,0.2388,0.0003733,0.0001007,0.0009139,-1.0,0.002074,6.409,6.382,6.8,5.8,7.53,6.729,5.098,4.662,4.585
0.0021304,-0.86,9.5,0.6766601205,26.8407783508,0.676,-0.583,3.7212,4.688,1,0.0,0.544,0.0,0.0,0.0,0.0,0.0,-1,-1.8e-14,0.0,0.7603,0.2377,0.0003713,0.0001003,0.0009102,-1.0,0.002073,6.228,6.183,6.573,5.626,7.252,6.504,4.964,4.558,4.487
0.0021304,-0.86,9.5,0.7023922801,26.8452510834,0.702,-0.501,3.7343,4.675,1,0.0,0.544,0.0,0.0,0.0,0.0,0.0,-1,-2.17e-14,0.0,0.7617,0.2363,0.000369,9.981e-05,0.0009059,-1.0,0.002073,6.024,5.963,6.324,5.432,6.95,6.26,4.813,4.439,4.373
0.0021304,-0.86,9.5,0.7154861093,26.8473834991,0.715,-0.461,3.7406,4.668,1,0.0,0.542,0.0,0.0,0.0,0.0,0.0,-1,-2.38e-14,0.0,0.7625,0.2354,0.0003668,9.948e-05,0.0009032,-1.0,0.002068,5.922,5.856,6.203,5.338,6.804,6.142,4.738,4.379,4.316
0.0021304,-0.86,9.5,0.7493314147,26.8524913788,0.749,-0.358,3.7566,4.649,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-3.01e-14,0.0,0.7649,0.2331,0.0003612,9.859e-05,0.0008959,-1.0,0.002019,5.665,5.591,5.904,5.106,6.447,5.851,4.552,4.224,4.17
0.0021304,-0.86,9.5,0.750228405,26.8526191711,0.75,-0.355,3.757,4.648,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-3.03e-14,0.0,0.7649,0.2331,0.000361,9.857e-05,0.0008956,-1.0,0.002017,5.659,5.584,5.896,5.1,6.437,5.843,4.547,4.22,4.167
0.0021304,-0.86,9.5,0.7782537341,26.8564453125,0.778,-0.273,3.7676,4.624,1,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-3.69e-14,0.0,0.768,0.23,0.0003568,9.748e-05,0.000886,-1.0,0.002002,5.453,5.377,5.667,4.915,6.168,5.62,4.391,4.083,4.036
0.0021304,-0.86,9.5,0.7980643511,26.8589611053,0.797,-0.216,3.7748,4.607,1,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-4.25e-14,0.0,0.7704,0.2277,0.0003535,9.663e-05,0.0008784,-1.0,0.001981,5.31,5.235,5.51,4.788,5.984,5.467,4.283,3.988,3.945
0.0021304,-0.86,9.5,0.7997980714,26.8591747284,0.799,-0.211,3.7754,4.605,1,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-4.3e-14,0.0,0.7707,0.2274,0.0003531,9.653e-05,0.0008775,-1.0,0.001977,5.297,5.222,5.497,4.777,5.968,5.454,4.274,3.979,3.937
0.0021304,-0.86,9.5,0.8339358568,26.8631591797,0.833,-0.113,3.7861,4.568,1,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-5.5e-14,0.0,0.7772,0.2209,0.0003445,9.421e-05,0.0008567,-1.0,0.001933,5.054,4.981,5.235,4.559,5.667,5.199,4.083,3.806,3.771
0.0021304,-0.86,9.5,0.8459002972,26.8644676208,0.845,-0.08,3.7897,4.555,1,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-5.99e-14,0.0,0.7798,0.2183,0.0003411,9.329e-05,0.0008484,-1.0,0.001936,4.969,4.898,5.145,4.483,5.565,5.111,4.017,3.746,3.712
0.0021304,-0.86,9.5,0.8503465056,26.8649425507,0.849,-0.067,3.7909,4.55,1,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-6.18e-14,0.0,0.7806,0.2175,0.0003402,9.306e-05,0.0008463,-1.0,0.001944,4.938,4.867,5.112,4.455,5.527,5.078,3.992,3.724,3.69
0.0021304,-0.86,9.5,0.8752739429,26.8675003052,0.874,0.002,3.7979,4.521,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-7.4e-14,0.0,0.785,0.2131,0.0003354,9.18e-05,0.0008353,-1.0,0.001939,4.764,4.696,4.928,4.299,5.32,4.898,3.853,3.597,3.568
0.0021304,-0.86,9.5,0.8937364221,26.8692893982,0.893,0.053,3.8028,4.499,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-8.45e-14,0.0,0.7881,0.21,0.0003323,9.099e-05,0.0008282,-1.0,0.001937,4.636,4.57,4.793,4.184,5.168,4.766,3.751,3.504,3.477
0.0021304,-0.86,9.5,0.8974353671,26.8696365356,0.896,0.064,3.8039,4.494,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-8.68e-14,0.0,0.7883,0.2098,0.0003324,9.1e-05,0.0008284,-1.0,0.001933,4.611,4.545,4.766,4.161,5.138,4.739,3.731,3.485,3.459
0.0021304,-0.86,9.5,0.918566525,26.8715591431,0.917,0.122,3.8095,4.469,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.01e-13,0.0,0.7889,0.2092,0.0003328,9.116e-05,0.0008301,-1.0,0.00191,4.466,4.401,4.613,4.03,4.967,4.588,3.614,3.379,3.355
0.0021304,-0.86,9.5,0.9376783967,26.8732128143,0.936,0.174,3.8145,4.445,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.16e-13,0.0,0.7892,0.2089,0.0003336,9.139e-05,0.0008324,-1.0,0.001873,4.335,4.271,4.475,3.911,4.814,4.453,3.509,3.284,3.261
0.0021304,-0.86,9.5,0.9415723681,26.8735389709,0.94,0.185,3.8155,4.441,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.19e-13,0.0,0.7892,0.2089,0.0003338,9.146e-05,0.000833,-1.0,0.001869,4.308,4.245,4.447,3.887,4.783,4.425,3.487,3.264,3.242
0.0021304,-0.86,9.5,0.970893085,26.8759021759,0.97,0.265,3.8233,4.405,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.46e-13,0.0,0.7895,0.2085,0.0003338,9.147e-05,0.0008332,-1.0,0.00191,4.108,4.046,4.236,3.705,4.551,4.216,3.325,3.119,3.098
0.0021304,-0.86,9.5,0.9894083738,26.8773117065,0.988,0.316,3.828,4.381,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.67e-13,0.0,0.7895,0.2086,0.0003341,9.156e-05,0.0008341,-1.0,0.001922,3.98,3.918,4.101,3.588,4.403,4.083,3.222,3.025,3.005
0.0021304,-0.86,9.5,0.9979395866,26.8779392242,0.997,0.339,3.8304,4.371,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.76e-13,0.0,0.7894,0.2086,0.0003342,9.157e-05,0.0008342,-1.0,0.001932,3.922,3.86,4.04,3.535,4.335,4.022,3.176,2.984,2.965
0.0021304,-0.86,9.5,1.021304965,26.8795967102,1.02,0.404,3.8368,4.342,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.04e-13,0.0,0.7892,0.2089,0.0003344,9.165e-05,0.0008349,-1.0,0.001939,3.76,3.7,3.87,3.389,4.149,3.853,3.047,2.869,2.85
0.0021304,-0.86,9.5,1.0372445583,26.8806762695,1.036,0.449,3.8411,4.321,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.26e-13,0.0,0.7889,0.2093,0.0003348,9.175e-05,0.0008358,-1.0,0.001887,3.649,3.588,3.752,3.287,4.021,3.737,2.957,2.789,2.77
0.0021304,-0.86,9.5,1.0427440405,26.8810405731,1.041,0.464,3.8428,4.315,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.33e-13,0.0,0.7889,0.2092,0.0003348,9.174e-05,0.0008357,-1.0,0.001872,3.611,3.55,3.712,3.254,3.977,3.697,2.928,2.763,2.745
0.0021304,-0.86,9.5,1.0628160238,26.8823318481,1.061,0.52,3.8486,4.291,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.61e-13,0.0,0.7889,0.2092,0.0003348,9.174e-05,0.0008356,-1.0,0.001882,3.471,3.411,3.564,3.127,3.815,3.55,2.818,2.666,2.648
0.0021304,-0.86,9.5,1.0814117193,26.8834762573,1.08,0.572,3.8536,4.266,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.92e-13,0.0,0.7889,0.2092,0.0003349,9.178e-05,0.000836,-1.0,0.001899,3.34,3.28,3.426,3.009,3.665,3.413,2.713,2.572,2.554
0.0021304,-0.86,9.5,1.0850803852,26.8836975098,1.083,0.582,3.8546,4.261,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-2.99e-13,0.0,0.7888,0.2093,0.000335,9.179e-05,0.0008361,-1.0,0.0019,3.315,3.255,3.399,2.986,3.636,3.386,2.692,2.554,2.536
0.0021304,-0.86,9.5,1.086289525,26.883769989,1.085,0.585,3.8549,4.26,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3e-13,0.0,0.7889,0.2092,0.0003349,9.178e-05,0.000836,-1.0,0.001902,3.307,3.247,3.39,2.978,3.627,3.378,2.686,2.548,2.53
0.0021304,-0.86,9.5,1.1046729088,26.8848457336,1.103,0.635,3.859,4.234,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3.33e-13,0.0,0.7891,0.209,0.0003345,9.166e-05,0.0008349,-1.0,0.001929,3.184,3.123,3.261,2.865,3.487,3.249,2.584,2.455,2.437
0.0021304,-0.86,9.5,1.1192314625,26.8856697083,1.117,0.674,3.8613,4.209,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3.64e-13,0.0,0.7892,0.2089,0.0003342,9.159e-05,0.0008344,-1.0,0.001872,3.085,3.024,3.158,2.772,3.379,3.147,2.497,2.374,2.356
0.0021304,-0.86,9.5,1.1327286959,26.8864097595,1.131,0.71,3.8621,4.182,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3.96e-13,0.0,0.7887,0.2094,0.0003347,9.173e-05,0.0008355,-1.0,0.001906,2.996,2.934,3.067,2.684,3.285,3.055,2.412,2.291,2.273
0.0021304,-0.86,9.5,1.1329165697,26.8864212036,1.131,0.71,3.8621,4.182,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3.96e-13,0.0,0.7887,0.2094,0.0003347,9.173e-05,0.0008355,-1.0,0.001906,2.995,2.932,3.066,2.683,3.283,3.054,2.411,2.289,2.271
0.0021304,-0.86,9.5,1.1448409557,26.8870582581,1.143,0.74,3.8612,4.154,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-4.26e-13,0.0,0.7886,0.2095,0.0003348,9.174e-05,0.0008358,-1.0,0.001901,2.921,2.857,2.992,2.607,3.21,2.979,2.333,2.21,2.192
0.0021304,-0.86,9.5,1.1523480415,26.8874511719,1.15,0.758,3.8604,4.134,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-4.49e-13,0.0,0.7886,0.2095,0.0003348,9.172e-05,0.0008358,-1.0,0.001889,2.874,2.809,2.944,2.557,3.164,2.932,2.281,2.157,2.139
0.0021304,-0.86,9.5,1.1649781466,26.8880996704,1.163,0.803,3.8646,4.111,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-4.95e-13,0.0,0.7886,0.2095,0.0003349,9.173e-05,0.0008359,-1.0,0.001903,2.762,2.697,2.826,2.456,3.036,2.814,2.191,2.077,2.058
0.0021304,-0.86,9.5,1.1684035063,26.8882713318,1.166,0.827,3.8709,4.113,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-5.18e-13,0.0,0.7886,0.2095,0.0003349,9.172e-05,0.000836,-1.0,0.001881,2.702,2.639,2.759,2.412,2.956,2.749,2.165,2.063,2.045
0.0021304,-0.86,9.5,1.169601202,26.8883323669,1.168,0.844,3.8759,4.117,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-5.35e-13,0.0,0.7886,0.2095,0.000335,9.173e-05,0.000836,-1.0,0.001874,2.661,2.599,2.712,2.385,2.899,2.703,2.151,2.058,2.04
0.0021304,-0.86,9.5,1.1701419353,26.8883590698,1.168,0.855,3.8788,4.117,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-5.49e-13,0.0,0.7886,0.2096,0.000335,9.173e-05,0.0008361,-1.0,0.001873,2.632,2.571,2.681,2.364,2.861,2.672,2.137,2.05,2.033
0.0021304,-0.86,9.5,1.1703646183,26.8883705139,1.168,0.861,3.8798,4.116,1,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-5.57e-13,0.0,0.7886,0.2096,0.000335,9.173e-05,0.0008361,-1.0,0.001873,2.618,2.557,2.665,2.353,2.844,2.657,2.129,2.044,2.027
0.0021304,-0.86,9.5,1.1752636433,26.8886146545,1.173,0.889,3.8714,4.055,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-6.29e-13,0.0,0.7884,0.2098,0.0003352,9.179e-05,0.0008367,-1.0,0.001869,2.546,2.48,2.599,2.257,2.792,2.589,2.011,1.911,1.893
0.0021304,-0.86,9.5,1.1807525158,26.888885498,1.179,0.912,3.8672,4.019,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-6.81e-13,0.0,0.7882,0.21,0.0003355,9.185e-05,0.0008374,-1.0,0.001864,2.491,2.422,2.547,2.19,2.747,2.535,1.934,1.826,1.807
0.0021304,-0.86,9.5,1.1879481077,26.8892364502,1.186,0.939,3.8614,3.97,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-7.54e-13,0.0,0.7878,0.2103,0.0003359,9.195e-05,0.0008383,-1.0,0.001871,2.422,2.349,2.481,2.104,2.692,2.468,1.832,1.714,1.695
0.0021304,-0.86,9.5,1.195394516,26.8895950317,1.194,0.969,3.8523,3.907,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-8.52e-13,0.0,0.7875,0.2106,0.0003363,9.205e-05,0.0008393,-1.0,0.001879,2.348,2.271,2.416,2.006,2.643,2.4,1.71,1.574,1.554
0.0021304,-0.86,9.5,1.2009394169,26.8898582458,1.199,0.991,3.842,3.845,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-9.51e-13,0.0,0.7872,0.2109,0.0003367,9.213e-05,0.0008401,-1.0,0.001884,2.291,2.211,2.37,1.923,2.619,2.352,1.6,1.444,1.422
0.0021304,-0.86,9.5,1.205254674,26.8900604248,1.203,1.008,3.8307,3.785,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.05e-12,0.0,0.787,0.2111,0.0003371,9.223e-05,0.000841,-1.0,0.001889,2.249,2.167,2.342,1.854,2.616,2.321,1.5,1.32,1.297
0.0021304,-0.86,9.5,1.208802104,26.8902263641,1.207,1.02,3.8185,3.726,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-1.15e-12,0.0,0.7865,0.2116,0.0003379,9.244e-05,0.000843,-1.0,0.001894,2.22,2.136,2.331,1.797,2.635,2.305,1.409,1.204,1.178
0.0021304,-0.86,9.5,1.2119116783,26.8903694153,1.21,1.025,3.8052,3.668,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.23e-12,0.0,0.7845,0.2136,0.0003414,9.336e-05,0.0008512,-1.0,0.001907,2.207,2.123,2.339,1.754,2.68,2.309,1.33,1.097,1.068
0.0021304,-0.86,9.5,1.2140895128,26.8904705048,1.212,1.024,3.7941,3.626,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.28e-12,0.0,0.7813,0.2168,0.0003456,9.451e-05,0.0008615,-1.0,0.001922,2.21,2.127,2.362,1.733,2.736,2.328,1.279,1.024,0.991
0.0021304,-0.86,9.5,1.2168227434,26.8905944824,1.215,1.012,3.7781,3.575,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-1.32e-12,0.0,0.7751,0.2229,0.000353,9.646e-05,0.0008788,-1.0,0.001975,2.24,2.161,2.424,1.733,2.852,2.384,1.233,0.944,0.905
0.0021304,-0.86,9.5,1.2205984592,26.8907680511,1.219,0.985,3.7556,3.513,2,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.32e-12,0.0,0.7596,0.2383,0.0003704,0.0001011,0.00092,-1.0,0.002096,2.306,2.238,2.544,1.761,3.053,2.492,1.198,0.861,0.811
0.0021304,-0.86,9.5,1.2245810032,26.8909473419,1.223,0.999,3.7386,3.433,2,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.47e-12,0.0,0.7498,0.248,0.0003803,0.0001038,0.0009439,-1.0,0.002182,2.273,2.219,2.558,1.708,3.129,2.499,1.092,0.718,0.658
0.0021304,-0.86,9.5,1.2251400948,26.8909721375,1.223,1.009,3.7373,3.418,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.53e-12,0.0,0.7491,0.2487,0.0003803,0.0001041,0.0009449,-1.0,0.00218,2.247,2.195,2.536,1.681,3.112,2.477,1.061,0.683,0.623
0.0021304,-0.86,9.5,1.2273248434,26.8910713196,1.225,1.056,3.7331,3.354,3,0.0,0.531,0.0,0.0,0.0,0.0,0.0,-1,-1.82e-12,0.0,0.7462,0.2517,0.0003756,0.0001084,0.0009479,-1.0,0.002125,2.129,2.081,2.432,1.559,3.023,2.37,0.925,0.536,0.475
